trial,params,score,metric
266,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
267,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
268,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
269,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
270,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
271,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
272,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
273,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
274,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
275,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
276,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
277,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
278,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
279,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
280,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
281,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
282,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
283,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
284,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
285,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
286,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
287,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
288,"{'learning_rate': 0.03, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
289,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
290,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
291,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
292,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
293,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
294,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
295,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
296,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
297,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
298,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
299,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
300,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
301,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
302,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
303,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
304,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
305,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
306,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
307,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
308,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
309,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
310,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
311,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
312,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
313,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5232640696738771,precision
314,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5232640696738771,precision
315,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5232640696738771,precision
316,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5232640696738771,precision
317,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5232640696738771,precision
318,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5232640696738771,precision
319,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5232640696738771,precision
320,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5232640696738771,precision
321,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5232640696738771,precision
322,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5232640696738771,precision
323,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5232640696738771,precision
324,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5232640696738771,precision
325,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5232640696738771,precision
326,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5232640696738771,precision
327,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5232640696738771,precision
328,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5232640696738771,precision
329,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5232640696738771,precision
330,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5232640696738771,precision
331,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5232640696738771,precision
332,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5232640696738771,precision
333,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5232640696738771,precision
334,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5232640696738771,precision
335,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5232640696738771,precision
336,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5232640696738771,precision
337,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
338,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
339,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
340,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
341,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
342,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
343,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
344,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
345,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
346,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
347,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
348,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
349,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
350,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
351,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
352,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
353,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
354,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
355,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
356,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
357,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
358,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
359,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5015079292547895,precision
360,"{'learning_rate': 0.03, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5015079292547895,precision
361,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
362,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
363,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
364,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
365,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
366,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
367,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
368,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
369,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
370,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
371,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
372,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
373,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
374,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
375,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
376,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
377,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
378,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
379,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
380,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
381,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
382,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
383,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
384,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
385,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5232640696738771,precision
386,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5232640696738771,precision
387,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5232640696738771,precision
388,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5232640696738771,precision
389,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5232640696738771,precision
390,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5232640696738771,precision
391,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5232640696738771,precision
392,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5232640696738771,precision
393,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5232640696738771,precision
394,"{'learning_rate': 0.03, 'num_leaves': 127, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5232640696738771,precision
